id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,source_rank
737,Belarus,BLR,BY,2007,29.61,8.59,13.22,17.3,22.5,38.4,3.51,5.08,6.14,7.08,8.12,9.18,10.42,12.08,14.83,23.57,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,4918.08,4257.48,US$2011PPP,Year,0.214607833,4918,4257,13574,9536864,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
738,Belarus,BLR,BY,2008,27.83,9,13.63,17.68,22.9,36.78,3.69,5.31,6.34,7.29,8.26,9.42,10.71,12.19,14.45,22.33,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,5110.44,4516.08,US$2011PPP,Year,0.21363975,5110,4516,15005,9507331,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
739,Belarus,BLR,BY,2009,27.69,9.06,13.83,17.69,22.42,36.99,3.71,5.35,6.45,7.38,8.35,9.34,10.44,11.98,14.41,22.58,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,5161.32,4574.4,US$2011PPP,Year,0.279304922,5161,4574,15068,9486239,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
740,Belarus,BLR,BY,2010,28.57,8.81,13.42,17.51,22.78,37.47,3.65,5.16,6.2,7.22,8.23,9.28,10.56,12.22,14.62,22.85,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,5822.76,5053.44,US$2011PPP,Year,0.297851,5823,5053,16265,9473071,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
741,Belarus,BLR,BY,2011,27.15,9.15,13.87,17.8,22.85,36.34,3.77,5.38,6.46,7.41,8.34,9.46,10.65,12.2,14.49,21.85,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,5964.84,5297.76,US$2011PPP,Year,0.497463333,5965,5298,17175,9468500,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
742,Belarus,BLR,BY,2012,26.53,9.48,14,17.88,22.52,36.13,3.96,5.52,6.52,7.48,8.44,9.44,10.55,11.97,14.33,21.8,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,6679.8,5978.76,US$2011PPP,Year,0.833689833,6680,5979,17467,9471730,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
743,Belarus,BLR,BY,2013,26.58,9.53,14.05,17.76,22.47,36.19,3.97,5.56,6.55,7.5,8.4,9.36,10.51,11.96,14.13,22.06,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7446.72,6585,US$2011PPP,Year,0.88800525,7447,6585,17632,9478902,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
744,Belarus,BLR,BY,2014,27.18,9.33,13.98,17.66,22.36,36.68,3.92,5.41,6.48,7.5,8.36,9.3,10.49,11.87,14.12,22.56,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7755.24,6821.16,US$2011PPP,Year,1.02241025,7755,6821,17925,9484851,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
745,Belarus,BLR,BY,2015,26.73,9.52,14.04,17.7,22.37,36.39,3.98,5.54,6.58,7.46,8.37,9.33,10.43,11.94,14.16,22.23,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7339.32,6473.76,US$2011PPP,Year,1.592598833,7339,6474,17237,9485772,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
746,Belarus,BLR,BY,2016,26.99,9.64,14.06,17.51,21.89,36.92,4.06,5.58,6.6,7.46,8.29,9.22,10.24,11.65,13.97,22.95,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,7069.8,6197.04,US$2011PPP,Year,1.989562833,7070,6197,16811,9480042,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
754,Belgium,BEL,BE,1985,25.1,9.77,14.3,17.63,23.32,34.98,4.05,5.72,6.55,7.75,8.09,9.54,11.09,12.23,14.21,20.77,1.71,12.78,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,225428,204000,Belgian franc,Year,59.378,,,,9916578,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
755,Belgium,BEL,BE,1985,22.7,10.51,14.61,18.71,22.79,33.38,4.41,6.1,6.97,7.64,9.03,9.68,11.07,11.72,14.31,19.07,1.8,10.95,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,395298,369958,Belgian franc,Year,59.378,,,,9916578,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
758,Belgium,BEL,BE,1988,25.4,9.77,14.21,17.95,22.82,35.25,4.07,5.7,6.6,7.61,8.63,9.32,10.19,12.63,13.81,21.44,1.68,13.41,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,247303,223800,Belgian franc,Year,36.76833333,,,,9959020,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
759,Belgium,BEL,BE,1988,23.2,10.34,14.79,18.58,22,34.29,4.39,5.95,6.82,7.97,8.72,9.86,10.76,11.24,14.63,19.66,1.81,11.57,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,432345,401354,Belgian franc,Year,36.76833333,,,,9959020,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
762,Belgium,BEL,BE,1992,24.3,9.93,14.57,18.32,22.84,34.34,4.12,5.81,6.84,7.73,8.66,9.66,10.74,12.1,14.31,20.03,1.72,11.69,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,301398,275100,Belgian franc,Year,32.1495,,,31339,10078101,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
763,Belgium,BEL,BE,1992,22.2,10.44,15.06,18.74,23.22,32.56,4.32,6.12,6.96,8.1,8.87,9.87,11.01,12.21,13.87,18.69,1.83,10.6,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,515854,482991,Belgian franc,Year,32.1495,,,31339,10078101,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
764,Belgium,BEL,BE,1992,30,8.16,13.01,17.4,23.3,38.11,3.25,4.91,5.97,7.04,8.06,9.34,10.77,12.53,15.19,22.92,1.34,13.57,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,409476,353307,Belgian franc,Year,32.1495,,,31339,10078101,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
765,Belgium,BEL,BE,1992,28.5,8.24,13.2,18.1,24.04,36.42,3.38,4.86,5.98,7.22,8.41,9.69,11.15,12.89,15.14,21.28,1.41,12.22,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,702832,637444,Belgian franc,Year,32.1495,,,31339,10078101,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
769,Belgium,BEL,BE,1992,45.6,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,,,32.1495,,,31339,10078101,,High,9,Research study,Smeeding and Gottschalk 1995,,Panel Survey of the Center for Social Policy,4
772,Belgium,BEL,BE,1995,28.2,8.76,13.89,17.67,22.43,37.25,3.46,5.3,6.47,7.42,8.34,9.33,10.49,11.94,14.4,22.85,1.32,14.13,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,383554,338289,Belgian franc,Year,29.48001667,,,32455,10186305,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
773,Belgium,BEL,BE,1995,26.6,9.04,14.05,18.33,23.03,35.55,3.66,5.38,6.5,7.55,8.62,9.71,10.84,12.19,14,21.55,1.46,13.16,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,639358,590350,Belgian franc,Year,29.48001667,,,32455,10186305,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
775,Belgium,BEL,BE,1996,28,9,14,18,22,37,3,5,6,7,8,9,10,12,14,23,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15719,14111,Euro,Year,30.96151333,,,32901,10208275,New 2018,High,13,Eurostat,Eurostat 2018,,,8
776,Belgium,BEL,BE,1997,26.8,9.06,14.24,17.95,22.7,36.05,3.5,5.56,6.62,7.62,8.52,9.43,10.57,12.13,14.46,21.59,1.31,12.73,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,390338,347660,Belgian franc,Year,35.77389083,,,34070,10223789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
777,Belgium,BEL,BE,1997,25,9.33,14.42,18.59,23.47,34.21,3.68,5.65,6.75,7.67,8.73,9.86,11.05,12.42,14.41,19.8,1.45,11.33,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,645902,597664,Belgian franc,Year,35.77389083,,,34070,10223789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
778,Belgium,BEL,BE,1997,33.3,7.07,12.3,16.94,23.1,40.59,2.66,4.41,5.6,6.7,7.83,9.11,10.49,12.61,15.57,25.02,1.01,15.01,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,556289,470582,Belgian franc,Year,35.77389083,,,34070,10223789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
779,Belgium,BEL,BE,1997,32.3,6.93,12.25,17.72,24.08,39.02,2.72,4.21,5.45,6.8,8.11,9.61,11.12,12.96,15.66,23.36,1.09,13.82,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,926319,818378,Belgian franc,Year,35.77389083,,,34070,10223789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
781,Belgium,BEL,BE,1998,27,9,14,18,22,36,4,5,7,7,8,10,11,12,14,22,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15644,14027,Euro,Year,36.29864083,,,34697,10237299,New 2018,High,13,Eurostat,Eurostat 2018,,,8
782,Belgium,BEL,BE,1999,29,9,14,17,22,38,4,5,6,7,8,9,10,11,13,25,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16415,14200,Euro,Year,0.938627276,,,35871,10255160,New 2018,High,13,Eurostat,Eurostat 2018,,,8
783,Belgium,BEL,BE,2000,33,8.42,12.88,16.28,20.73,41.68,3.4,5.02,6.02,6.86,7.7,8.58,9.41,11.32,13.37,28.31,1.3,20.21,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,491120,397000,Belgian franc,Year,1.085400833,,,37077,10282033,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
784,Belgium,BEL,BE,2000,31.6,8.47,13.01,17.04,21.43,40.04,3.4,5.07,5.92,7.09,8.02,9.02,10.1,11.33,13.22,26.82,1.37,18.8,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,788547,672691,Belgian franc,Year,1.085400833,,,37077,10282033,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
786,Belgium,BEL,BE,2001,28,9,14,17,22,38,4,5,6,7,8,9,10,12,14,24,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,17803,15492,Euro,Year,1.11751,,,37244,10319019,New 2018,High,13,Eurostat,Eurostat 2018,,,8
787,Belgium,BEL,BE,2003,28.3,8.4,13.7,18.1,23.1,36.7,3.1,5.3,6.4,7.4,8.4,9.6,10.9,12.2,14.4,22.2,1.2,13.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,17163,15522,Euro,Year,0.886034167,,,37834,10419032,New 2018,High,13,Eurostat,Eurostat 2018,,,8
789,Belgium,BEL,BE,2004,26.1,8.9,14.4,18.6,23.3,34.9,3.3,5.6,6.7,7.7,8.8,9.8,10.9,12.3,14.2,20.6,1.2,12.2,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16941,15674,Euro,Year,0.805365,,,38981,10480117,New 2018,High,13,Eurostat,Eurostat 2018,,,8
791,Belgium,BEL,BE,2004,33,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.805365,,,38981,10480117,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
792,Belgium,BEL,BE,2004,50.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.805365,,,38981,10480117,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
794,Belgium,BEL,BE,2005,28,9.1,13.7,17.8,22.4,36.9,3.8,5.4,6.3,7.3,8.4,9.4,10.6,11.9,13.7,23.2,1.5,15.1,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,18542,16581,Euro,Year,0.80412,,,39545,10546886,New 2018,High,13,Eurostat,Eurostat 2018,,,8
796,Belgium,BEL,BE,2005,32.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.80412,,,39545,10546886,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
797,Belgium,BEL,BE,2005,48.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.80412,,,39545,10546886,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
799,Belgium,BEL,BE,2006,27.8,8.8,13.9,18.1,22.7,36.5,3.3,5.4,6.5,7.4,8.5,9.6,10.7,12,14.1,22.4,1.4,14,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19011,17213,Euro,Year,0.797140833,,,40259,10619567,New 2018,High,13,Eurostat,Eurostat 2018,,,8
801,Belgium,BEL,BE,2006,31.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.797140833,,,40259,10619567,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
802,Belgium,BEL,BE,2006,48,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.797140833,,,40259,10619567,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
804,Belgium,BEL,BE,2007,26.3,9.1,14.1,18.4,23.1,35.3,3.6,5.5,6.6,7.6,8.7,9.7,10.9,12.2,14.2,21.1,1.3,12.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19143,17566,Euro,Year,0.7306375,,,41343,10697835,New 2018,High,13,Eurostat,Eurostat 2018,,,8
806,Belgium,BEL,BE,2007,32.1,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.7306375,,,41343,10697835,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
807,Belgium,BEL,BE,2007,47.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.7306375,,,41343,10697835,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
809,Belgium,BEL,BE,2008,27.5,8.9,13.9,18,22.9,36.2,3.5,5.4,6.4,7.5,8.5,9.6,10.7,12.1,14,22.3,1.4,14,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19986,17985,Euro,Year,0.682674711,,,41352,10779173,New 2018,High,13,Eurostat,Eurostat 2018,,,8
811,Belgium,BEL,BE,2008,31.1,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.682674711,,,41352,10779173,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
812,Belgium,BEL,BE,2008,47,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.682674711,,,41352,10779173,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
814,Belgium,BEL,BE,2009,26.4,9,14.2,18.4,23.1,35.3,3.5,5.6,6.6,7.7,8.7,9.7,10.8,12.2,14.2,21.1,1.4,12.7,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21002,19313,Euro,Year,0.71984336,,,40119,10860290,New 2018,High,13,Eurostat,Eurostat 2018,,,8
816,Belgium,BEL,BE,2009,31.5,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.71984336,,,40119,10860290,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
817,Belgium,BEL,BE,2009,47.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.71984336,,,40119,10860290,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
819,Belgium,BEL,BE,2010,26.6,9.1,14.1,18.2,23.1,35.5,3.6,5.5,6.5,7.6,8.6,9.6,10.8,12.2,14.1,21.4,1.4,12.8,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21353,19464,Euro,Year,0.755044952,,,40924,10938739,New 2018,High,13,Eurostat,Eurostat 2018,,,8
821,Belgium,BEL,BE,2010,31.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.755044952,,,40924,10938739,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
822,Belgium,BEL,BE,2010,48.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.755044952,,,40924,10938739,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
824,Belgium,BEL,BE,2011,26.3,9.1,14.1,18.4,23.1,35.2,3.6,5.5,6.6,7.6,8.6,9.8,10.9,12.2,14.1,21.1,1.4,12.7,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21628,20008,Euro,Year,0.719355254,,,41379,11013083,New 2018,High,13,Eurostat,Eurostat 2018,,,8
826,Belgium,BEL,BE,2011,31.7,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355254,,,41379,11013083,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
827,Belgium,BEL,BE,2011,48.6,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355254,,,41379,11013083,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
